UserID,FirstName,LastName,Email,Department,Role,Plan,Region,SignupDate,Status
829,Ryan,Rose,kcole@example.com,Finance,Analyst,Pro,Central,2025-03-30,Active
830,Todd,Smith,william30@example.net,Operations,Individual Contributor,Pro,East,2025-06-19,Churned
831,Nancy,Rios,bakercathy@example.org,Product,Senior Analyst,Pro,North,2025-09-30,Active
832,Anne,Jensen,tonya39@example.com,HR,Senior Analyst,Pro,South,2025-09-18,Churned
833,Christina,Montoya,lopeznicholas@example.com,HR,Senior Analyst,Free,North,2025-08-23,Active
834,Rebecca,Jackson,davidnorton@example.net,Finance,Analyst,Free,North,2025-09-19,Active
835,Scott,Barrera,moorejacqueline@example.net,Product,Senior Analyst,Free,West,2025-02-03,Active
836,Danielle,Taylor,smithmarie@example.org,Marketing,Senior Analyst,Free,Central,2025-11-11,Active
837,Emily,Li,nancythompson@example.net,Marketing,Director,Free,East,2025-08-10,Active
838,Paul,Ryan,melissa03@example.com,Operations,Analyst,Free,North,2025-08-27,Churned
839,Jennifer,Anderson,duranjames@example.net,Finance,Manager,Pro,North,2025-04-27,Active
840,Samantha,Burns,tonygreen@example.net,Finance,Analyst,Free,North,2025-11-19,Active
841,Kristen,Jackson,vickithompson@example.com,Operations,Director,Pro,North,2025-10-30,Active
842,Jacqueline,Powell,awilliams@example.com,Finance,Senior Analyst,Free,Central,2025-05-21,Active
843,Jennifer,Dillon,oreyes@example.com,Engineering,Individual Contributor,Enterprise,South,2025-11-10,Active
844,Jason,Vazquez,carlos14@example.com,Engineering,Senior Analyst,Free,North,2025-03-31,Active
845,Roy,Bell,aguilarthomas@example.com,HR,Analyst,Free,East,2025-06-24,Churned
846,Brandon,Wise,joannalee@example.net,Product,Individual Contributor,Pro,East,2025-09-04,Churned
847,Matthew,Lambert,katie02@example.net,HR,Director,Free,West,2025-03-28,Churned
848,Gabriel,Grant,larrypadilla@example.net,Finance,Analyst,Pro,East,2025-10-10,Active
849,Edward,Hanson,shawn15@example.com,Operations,Senior Analyst,Pro,North,2025-09-11,Churned
850,James,Cross,johnramos@example.com,Operations,Analyst,Pro,West,2025-07-07,Churned
851,John,Soto,reynoldsjonathan@example.net,Marketing,Analyst,Free,South,2025-05-19,Active
852,Thomas,Kirby,erinmathis@example.org,Marketing,Analyst,Free,West,2025-08-10,Active
853,Helen,Dickerson,gallegosjeffery@example.net,Operations,Analyst,Free,East,2025-11-20,Churned
854,Anna,Duncan,barbaramoody@example.org,Finance,Analyst,Free,Central,2025-11-22,Suspended
855,Kelsey,Peck,brian72@example.org,Operations,Manager,Free,South,2025-01-28,Active
856,Travis,Conway,katherineallen@example.org,Marketing,Analyst,Enterprise,West,2025-09-08,Active
857,Maria,Hernandez,dpalmer@example.net,Product,Senior Analyst,Free,South,2025-05-26,Churned
858,Rhonda,Soto,khamilton@example.net,Finance,Analyst,Free,North,2025-12-09,Churned
859,Marcus,Lee,lewisjonathan@example.net,Data Science,Senior Analyst,Free,East,2025-04-21,Active
860,Gavin,Livingston,bellmelissa@example.com,Finance,Senior Analyst,Pro,South,2025-09-28,Active
861,Katherine,Knight,twood@example.com,Marketing,Senior Analyst,Pro,North,2025-10-02,Churned
862,Nathan,Williams,wangjeffrey@example.org,Operations,Individual Contributor,Pro,North,2025-08-11,Active
863,Elizabeth,Mercado,iwilliams@example.net,Finance,Analyst,Enterprise,South,2025-11-27,Active
864,Melissa,Bennett,harrylittle@example.net,Finance,Analyst,Free,East,2025-08-30,Active
865,Katherine,Johnson,matthewbrandt@example.com,Product,Analyst,Free,North,2025-10-07,Active
866,Miranda,Lee,garrettcox@example.com,Operations,Director,Free,Central,2025-04-22,Churned
867,James,Campbell,jonesmatthew@example.org,Operations,Analyst,Pro,West,2025-06-04,Active
868,Patrick,Delacruz,mcneiljonathon@example.net,Operations,Manager,Free,Central,2025-09-06,Active
869,Michelle,Martin,anthony89@example.net,HR,Analyst,Free,East,2025-07-01,Active
870,Victor,Dean,zdiaz@example.com,HR,Individual Contributor,Free,West,2025-07-23,Suspended
871,Christopher,Miranda,reynoldsmiguel@example.net,Marketing,Manager,Enterprise,West,2025-06-23,Active
872,Michele,Nichols,jessicawood@example.org,Operations,Director,Pro,West,2025-05-16,Churned
873,Christopher,Hardy,codysilva@example.com,Data Science,Analyst,Enterprise,North,2025-08-09,Active
874,Lisa,Silva,leblancjessica@example.com,Marketing,Senior Analyst,Free,West,2025-03-07,Active
875,Jimmy,Mullins,ramseykathryn@example.net,Marketing,Manager,Pro,South,2025-12-02,Churned
876,Michael,Goodwin,uwilliams@example.net,Finance,Individual Contributor,Free,North,2025-07-08,Churned
877,Paul,Davila,amanda73@example.com,Operations,Individual Contributor,Free,Central,2025-01-20,Active
878,April,Chaney,hunternicholas@example.net,Data Science,Analyst,Free,West,2025-08-23,Churned
879,Corey,Hardin,orrdonald@example.net,Data Science,Individual Contributor,Free,North,2025-10-22,Active
880,Samantha,Boyd,williamskatrina@example.com,Engineering,Manager,Free,East,2025-06-27,Active
881,Christy,Jones,davidjohnson@example.org,Engineering,Senior Analyst,Free,West,2025-09-02,Active
882,Holly,Chapman,melissa04@example.com,Engineering,Analyst,Free,Central,2025-05-24,Active
883,John,Holder,teresa91@example.net,Operations,Senior Analyst,Pro,North,2025-11-27,Suspended
884,Zachary,Russell,caitlin92@example.net,Operations,Individual Contributor,Free,East,2025-06-06,Active
885,Kristin,Lowe,joshua65@example.net,HR,Analyst,Pro,East,2025-10-03,Active
886,Katherine,Young,rogerschmitt@example.net,Marketing,Analyst,Pro,Central,2025-08-11,Active
887,Jessica,Pierce,rrobertson@example.com,Engineering,Senior Analyst,Free,South,2025-09-27,Active
888,Alison,Roman,phillip62@example.org,Operations,Analyst,Pro,South,2025-11-10,Active
889,Melissa,Terry,jonesandrea@example.org,Marketing,Director,Pro,Central,2025-10-19,Active
890,Donald,Juarez,ryangill@example.org,Finance,Manager,Free,South,2025-03-03,Active
891,Shannon,Levine,krauserobert@example.com,Operations,Senior Analyst,Free,West,2025-06-10,Churned
892,Kathleen,Mack,westluis@example.com,Operations,Senior Analyst,Pro,West,2025-06-19,Active
893,Jennifer,Gordon,adamrobertson@example.org,Marketing,Senior Analyst,Free,South,2025-09-17,Active
894,Jessica,Thompson,ntaylor@example.org,Finance,Individual Contributor,Free,Central,2025-09-21,Active
895,John,Cantrell,xdiaz@example.org,Operations,Manager,Pro,Central,2025-01-30,Churned
896,Albert,Maynard,davisthomas@example.org,Engineering,Individual Contributor,Free,North,2025-08-21,Churned
897,Miguel,Lee,teresamiller@example.com,Operations,Senior Analyst,Free,Central,2025-12-09,Active
898,Cynthia,Smith,tthompson@example.net,Operations,Analyst,Free,South,2025-05-19,Churned
899,James,Smith,lauren73@example.org,Marketing,Senior Analyst,Free,West,2025-05-28,Active
900,Stephanie,Lopez,harrisjonathan@example.net,Marketing,Senior Analyst,Free,West,2025-09-05,Active
901,Heather,Armstrong,gvaldez@example.com,Marketing,Senior Analyst,Pro,North,2025-06-30,Churned
902,Melissa,Bartlett,knightkyle@example.org,Data Science,Analyst,Free,North,2025-09-08,Active
903,Angela,Lynn,hannah19@example.org,Product,Individual Contributor,Free,North,2025-08-17,Churned
904,Shannon,Hatfield,ashleyrosario@example.com,Marketing,Senior Analyst,Free,North,2025-10-11,Churned
905,Alan,Erickson,diane64@example.net,Operations,Senior Analyst,Free,East,2025-06-07,Active
906,Adrian,Morris,lwoods@example.org,Operations,Manager,Free,North,2025-07-30,Active
907,Valerie,Choi,gardnerdavid@example.net,Finance,Senior Analyst,Free,East,2025-06-01,Churned
908,Monique,Matthews,david03@example.com,Marketing,Director,Pro,Central,2025-12-28,Active
909,Logan,Sanders,nicoleperez@example.org,Data Science,Individual Contributor,Free,South,2025-10-20,Churned
910,Matthew,Miller,caitlinbautista@example.org,Finance,Analyst,Free,West,2025-07-21,Active
911,Brandon,Wood,rgoodman@example.net,Finance,Senior Analyst,Free,Central,2025-08-23,Active
912,Tom,Benjamin,sherry67@example.net,Finance,Individual Contributor,Free,South,2025-10-27,Active
913,Jimmy,Freeman,michelleroberson@example.org,Engineering,Individual Contributor,Enterprise,North,2025-10-15,Churned
914,Tammie,Smith,chandlerchase@example.org,Finance,Director,Enterprise,South,2025-10-21,Churned
915,Alexander,Tran,qbennett@example.org,Finance,Analyst,Pro,South,2025-10-11,Active
916,Ray,Burns,sgriffin@example.org,Operations,Individual Contributor,Pro,East,2025-11-30,Suspended
917,Timothy,Silva,cheryl95@example.net,Finance,Analyst,Pro,South,2025-09-17,Churned
918,Steven,Anderson,sanchezstacy@example.org,Finance,Manager,Free,West,2025-10-04,Active
919,Daniel,Mitchell,wilcoxadam@example.com,Marketing,Analyst,Free,South,2025-04-16,Active
920,Darren,Ray,rebeccabaker@example.org,Operations,Analyst,Free,East,2025-07-27,Active
921,Terri,Fitzpatrick,daniel77@example.org,Operations,Individual Contributor,Free,Central,2025-07-22,Churned
922,Robert,Bell,yorkmelissa@example.org,HR,Analyst,Free,West,2025-05-04,Active
923,Denise,Dean,susan17@example.com,HR,Senior Analyst,Free,South,2025-12-14,Churned
924,Patricia,Ferguson,ifitzgerald@example.com,Operations,Individual Contributor,Free,East,2025-09-06,Active
925,Ronald,Lewis,ryanbell@example.net,Data Science,Senior Analyst,Free,North,2025-09-04,Churned
926,Lorraine,Hood,butlerbenjamin@example.com,Product,Individual Contributor,Free,West,2025-10-11,Active
927,Robert,Murphy,beverly17@example.org,Operations,Individual Contributor,Free,North,2025-09-07,Active
928,Annette,Buchanan,tommylee@example.org,Data Science,Senior Analyst,Free,Central,2025-11-04,Active
929,Donald,Cunningham,ncampbell@example.net,HR,Analyst,Pro,East,2025-09-21,Churned
930,Scott,Love,floydchristine@example.com,Data Science,Analyst,Pro,South,2025-08-30,Churned
931,Norma,Brown,brownwilliam@example.com,HR,Analyst,Pro,West,2025-06-18,Active
932,Rebecca,Moore,michelle21@example.org,Data Science,Analyst,Enterprise,West,2025-09-25,Active
933,Jonathan,Johnson,mckenzieshelby@example.net,Marketing,Analyst,Free,East,2025-10-15,Churned
934,Julie,Velasquez,davidbishop@example.com,Finance,Individual Contributor,Free,Central,2025-09-01,Active
935,Johnny,Lopez,chrisgolden@example.com,Operations,Analyst,Free,South,2025-06-24,Churned
936,Katie,Ruiz,larry47@example.com,Engineering,Senior Analyst,Pro,East,2025-06-03,Active
937,Andrew,Garza,erica22@example.com,Operations,Senior Analyst,Pro,South,2025-11-06,Active
938,Shelley,Garcia,kimberly63@example.com,Data Science,Analyst,Free,North,2025-07-08,Churned
939,Elizabeth,Fisher,ericgarcia@example.com,Finance,Analyst,Free,East,2025-12-23,Active
940,Michelle,Davis,kendra59@example.org,Operations,Director,Free,East,2025-05-12,Churned
941,Candice,Berg,dmartinez@example.net,Finance,Director,Free,Central,2025-09-14,Active
942,Richard,Riggs,brian74@example.org,Marketing,Analyst,Free,South,2025-09-05,Active
943,Johnny,Taylor,rklein@example.net,Operations,Analyst,Free,North,2025-05-27,Churned
944,Christopher,Aguilar,dianakey@example.net,Engineering,Analyst,Free,West,2025-10-03,Suspended
945,Rose,Conley,ralexander@example.net,Engineering,Manager,Pro,Central,2025-08-24,Active
946,Michael,Wilson,costalarry@example.com,Marketing,Individual Contributor,Pro,Central,2025-10-02,Churned
947,David,Miller,danawatkins@example.com,Marketing,VP,Free,Central,2025-06-29,Active
948,Paul,Stuart,victor71@example.net,Data Science,Director,Free,South,2025-11-02,Churned
949,Ashley,Moreno,kfoster@example.org,Operations,Senior Analyst,Free,East,2025-09-29,Suspended
950,Susan,Woods,nicole21@example.net,Data Science,Individual Contributor,Pro,Central,2025-10-07,Churned
951,Sara,King,mitchellroberto@example.org,Operations,Senior Analyst,Free,West,2025-09-12,Churned
952,Debbie,Smith,joanwilliams@example.net,HR,Analyst,Free,Central,2025-06-12,Active
953,Sophia,Jones,corywade@example.net,Finance,Analyst,Pro,East,2025-02-28,Active
954,Elizabeth,Mcclain,rhondadavis@example.com,Operations,Individual Contributor,Free,South,2025-10-30,Active
955,Ashley,Avila,kristinhall@example.com,Finance,Manager,Free,North,2025-03-13,Churned
956,Holly,Garrett,james45@example.org,Data Science,Analyst,Free,West,2025-09-06,Active
957,William,Clark,julie58@example.com,HR,Analyst,Enterprise,North,2025-09-08,Churned
958,Jeffery,Anderson,laura16@example.org,Finance,Manager,Free,South,2025-10-14,Churned
959,Tamara,Rogers,megancain@example.com,Data Science,Director,Free,North,2025-09-18,Churned
960,Kathryn,Mcclure,richardlawson@example.com,Data Science,Analyst,Pro,West,2025-04-19,Churned
961,Crystal,Sanchez,teresafletcher@example.org,Operations,Senior Analyst,Free,South,2025-05-23,Active
962,Joan,Bell,justin53@example.net,Operations,Manager,Free,North,2025-01-23,Active
963,Emily,Soto,wagnerjennifer@example.com,Data Science,Individual Contributor,Pro,West,2025-11-07,Active
964,Andrew,Gaines,jessicalester@example.net,Finance,Manager,Free,North,2025-10-25,Churned
965,Randy,Nelson,brendaowens@example.com,Data Science,Analyst,Free,Central,2025-11-06,Active
966,Sylvia,Velasquez,stacey60@example.net,Engineering,Individual Contributor,Free,Central,2025-08-06,Active
967,Dawn,Little,lopeztracy@example.net,Data Science,Analyst,Free,East,2025-07-01,Active
968,Krista,Crawford,williamlewis@example.net,Engineering,Analyst,Free,East,2025-09-25,Churned
969,Christine,Alvarado,mike99@example.org,Data Science,Individual Contributor,Pro,Central,2025-10-26,Active
970,George,Smith,qhawkins@example.net,Data Science,Analyst,Pro,West,2025-04-22,Churned
971,Kathleen,Adams,jchristensen@example.net,Operations,Senior Analyst,Free,East,2025-08-14,Churned
972,Sarah,Chen,yprice@example.net,Marketing,Senior Analyst,Free,Central,2025-01-29,Churned
973,Bryan,Jones,suefoster@example.org,Marketing,Manager,Free,Central,2025-11-18,Active
974,Denise,Sandoval,johnsonjennifer@example.net,Finance,Senior Analyst,Free,West,2025-08-24,Churned
975,Matthew,Bonilla,deborah14@example.com,Product,Analyst,Enterprise,South,2025-08-12,Active
976,Catherine,Lee,wbishop@example.com,Engineering,Individual Contributor,Free,East,2025-11-19,Churned
977,Laura,Willis,blackburntheresa@example.com,Operations,Manager,Pro,East,2025-11-13,Active
978,Amy,Campbell,lauren94@example.com,Operations,Analyst,Pro,South,2025-07-25,Active
979,April,Williams,lisaholland@example.com,Marketing,Analyst,Free,West,2025-07-07,Churned
980,Ashley,Morton,jessica94@example.org,Finance,Analyst,Free,North,2025-07-19,Churned
981,Justin,Anderson,cookbrian@example.net,Data Science,Senior Analyst,Free,North,2025-09-10,Churned
982,Paul,Chan,zcole@example.org,Data Science,Senior Analyst,Free,West,2025-06-01,Active
983,Gary,Harrington,howelljennifer@example.net,Operations,Senior Analyst,Free,South,2025-08-03,Active
984,Brian,Luna,daniel18@example.com,Finance,Analyst,Free,West,2025-10-25,Churned
985,Melissa,Ho,fordbrittney@example.org,Finance,Manager,Free,East,2025-09-24,Active
986,Theresa,Gonzalez,katieshepherd@example.net,HR,Manager,Pro,West,2025-06-09,Active
987,Russell,Johnson,speterson@example.org,Operations,Analyst,Pro,Central,2025-09-01,Active
988,Danielle,Douglas,wsullivan@example.com,Engineering,Analyst,Pro,East,2025-11-03,Active
989,Jennifer,Lyons,ffrancis@example.org,Product,Individual Contributor,Free,West,2025-08-12,Churned
990,Sharon,Rice,marshcynthia@example.org,Data Science,Manager,Pro,West,2025-06-30,Active
991,Jennifer,King,dwayne57@example.com,Operations,Manager,Free,Central,2025-08-10,Active
992,Mary,Stevenson,kayla44@example.org,HR,Analyst,Pro,East,2025-09-03,Active
993,Scott,Smith,rachel52@example.net,Product,Director,Free,West,2025-04-11,Churned
994,Erik,Martinez,seantravis@example.net,Finance,Senior Analyst,Free,Central,2025-12-12,Active
995,Ronald,Douglas,lorifox@example.com,Engineering,Individual Contributor,Free,West,2025-09-02,Active
996,Corey,Austin,susanweiss@example.com,Marketing,Analyst,Pro,North,2025-08-28,Active
997,Luis,Barrett,lewisrichard@example.net,Finance,Individual Contributor,Pro,West,2025-10-18,Active
998,Kathleen,Jordan,schmidtdanielle@example.net,Operations,Analyst,Free,South,2025-09-19,Active
999,Joe,Flores,alanfoster@example.org,Operations,Director,Free,Central,2025-09-15,Churned
1000,Robert,Nelson,qhicks@example.net,Product,Analyst,Enterprise,South,2025-10-04,Active
1001,Julia,Garcia,durhamclinton@example.org,Finance,Senior Analyst,Free,East,2025-11-03,Churned
1002,Karen,Blair,jerome04@example.net,Operations,Manager,Enterprise,North,2025-04-01,Active
1003,Christopher,Daniels,gloriaramos@example.net,Data Science,VP,Free,South,2025-03-06,Churned
1004,Lisa,Cabrera,fjackson@example.com,HR,Analyst,Free,East,2025-03-26,Active
1005,Scott,Figueroa,paul17@example.org,Product,Director,Enterprise,South,2025-04-21,Churned
1006,Angela,Kelly,thomaswaller@example.net,HR,Director,Enterprise,South,2025-10-18,Churned
1007,Tyler,Poole,ivasquez@example.net,Data Science,Senior Analyst,Free,North,2025-08-05,Active
1008,Adrian,Johnson,sarah66@example.org,Operations,Analyst,Pro,South,2025-04-01,Suspended
1009,James,Williams,flin@example.com,Data Science,VP,Pro,West,2025-10-30,Churned
1010,Diana,Gray,dorislawson@example.org,Operations,Individual Contributor,Free,North,2025-04-28,Active
1011,Alan,Torres,jerryray@example.org,Finance,Senior Analyst,Free,East,2025-03-24,Active
1012,Ruth,Bryant,ikeller@example.com,Finance,Individual Contributor,Pro,North,2025-09-28,Churned
1013,Jim,Brown,wcoleman@example.net,Operations,Individual Contributor,Pro,North,2025-09-24,Churned
1014,Jerome,Douglas,shawjody@example.net,Data Science,Analyst,Free,Central,2025-04-01,Active
1015,Julia,Wells,amandamartin@example.com,Finance,Analyst,Free,Central,2025-02-06,Active
1016,Jacob,Gomez,xvaldez@example.net,Operations,Senior Analyst,Free,East,2025-10-16,Active
1017,Laura,Garcia,zoewilson@example.net,Marketing,Individual Contributor,Pro,Central,2025-09-13,Churned
1018,James,Walker,campbelltroy@example.com,Data Science,Individual Contributor,Pro,South,2025-07-28,Suspended
1019,Kenneth,Green,richard06@example.net,HR,Senior Analyst,Enterprise,Central,2025-09-14,Active
1020,Tiffany,Rice,michaelhughes@example.com,Operations,Manager,Free,South,2025-01-31,Active
1021,Heather,Sanders,joseph55@example.com,HR,Individual Contributor,Free,West,2025-04-04,Active
1022,Mitchell,Wolfe,davidhorne@example.com,Finance,Senior Analyst,Free,North,2025-09-05,Suspended
1023,Sarah,Hart,jonesdenise@example.com,Marketing,Senior Analyst,Free,East,2025-04-17,Active
1024,Shelby,Silva,felicia29@example.org,Data Science,Analyst,Free,West,2025-07-30,Churned
1025,Jamie,Bennett,garyvalencia@example.com,Operations,Manager,Pro,Central,2025-07-28,Churned
1026,Jennifer,Mccarthy,elizabethschmidt@example.org,Engineering,Senior Analyst,Free,North,2025-10-10,Active
1027,Megan,Pearson,hallpamela@example.net,Marketing,Analyst,Free,South,2025-09-14,Churned
1028,Matthew,Ross,kbutler@example.net,Operations,Individual Contributor,Pro,South,2025-07-15,Active
1029,Victoria,Hampton,michael95@example.net,Product,Senior Analyst,Free,East,2025-10-15,Active
1030,Brian,Gutierrez,kari59@example.net,Operations,Senior Analyst,Enterprise,West,2025-07-16,Churned
1031,Eric,Cummings,daniellegregory@example.org,HR,Senior Analyst,Free,Central,2025-07-05,Suspended
1032,Frank,Goodwin,corey02@example.com,Data Science,Senior Analyst,Free,South,2025-06-27,Active
1033,Carla,Clark,johnsonrachael@example.org,Data Science,Analyst,Pro,West,2025-02-15,Active
1034,Amanda,Lopez,erika55@example.org,Data Science,Analyst,Free,Central,2025-05-24,Active
1035,Donna,Ramirez,johnsonkathleen@example.com,HR,Analyst,Free,Central,2025-07-10,Active
1036,Antonio,Hall,johngutierrez@example.com,Engineering,Individual Contributor,Pro,West,2025-06-19,Active
1037,Jonathon,Campbell,jeremyperry@example.com,Marketing,Individual Contributor,Free,South,2025-10-13,Active
1038,Tara,Johnson,vramirez@example.net,Engineering,Senior Analyst,Free,North,2025-07-16,Active
1039,Jason,Byrd,murphybrendan@example.net,Engineering,Senior Analyst,Free,West,2025-10-04,Active
1040,Sarah,Petersen,psmith@example.com,HR,Senior Analyst,Free,East,2025-11-21,Active
1041,Danielle,Hicks,wilsontiffany@example.org,Finance,Director,Free,South,2025-04-15,Active
1042,Lindsey,Mcgee,robertcole@example.net,Finance,Individual Contributor,Pro,West,2025-08-26,Active
1043,Dennis,Hall,barbaramichael@example.com,Marketing,Senior Analyst,Free,Central,2025-03-24,Active
1044,Olivia,Holmes,qhampton@example.com,Data Science,Individual Contributor,Free,East,2025-07-20,Churned
1045,Robert,Cook,brownronnie@example.net,Operations,Senior Analyst,Free,South,2025-08-08,Active
1046,Wendy,Shah,tonybarron@example.com,Finance,Analyst,Free,West,2025-05-17,Active
1047,Nicole,Leach,greenholly@example.com,Finance,Individual Contributor,Free,East,2025-08-28,Churned
1048,Renee,Wells,beth90@example.com,Finance,Analyst,Free,Central,2025-10-20,Churned
1049,Samuel,Anderson,nicole14@example.org,Marketing,Analyst,Free,South,2025-10-19,Active
1050,Susan,Yang,bwhite@example.org,Operations,Analyst,Pro,East,2025-11-07,Churned
1051,Nicole,Parsons,bakerrodney@example.com,Product,Individual Contributor,Free,South,2025-07-23,Active
1052,Martha,Garcia,nichole40@example.org,Marketing,Senior Analyst,Free,East,2025-06-19,Active
1053,Thomas,Washington,elizabethholmes@example.net,Operations,Director,Free,Central,2025-11-25,Churned
1054,Daniel,Kennedy,audreyturner@example.org,Finance,Analyst,Free,Central,2025-05-22,Active
1055,Gloria,Hart,tlee@example.com,Marketing,Director,Pro,Central,2025-10-22,Churned
1056,Tammy,Vang,lopezjason@example.net,Data Science,Analyst,Pro,South,2025-08-11,Active
1057,Michael,Lester,dorothy25@example.com,HR,Analyst,Pro,South,2025-10-20,Active
1058,Sarah,Gray,yjackson@example.com,Data Science,Manager,Free,West,2025-03-08,Active
1059,Patrick,Copeland,mlong@example.net,Product,Manager,Enterprise,North,2025-11-04,Churned
1060,Jeffrey,Lloyd,blutz@example.org,Operations,Individual Contributor,Pro,North,2025-04-09,Active
1061,Debra,Shields,dfry@example.com,Marketing,Senior Analyst,Free,West,2025-10-22,Churned
1062,Jessica,Estrada,tara93@example.net,Marketing,Manager,Pro,West,2025-10-10,Churned
1063,Rebecca,House,maddoxbradley@example.org,Data Science,Analyst,Free,Central,2025-10-07,Churned
1064,Ashley,Parker,gomezashley@example.com,Engineering,Analyst,Free,Central,2025-09-09,Churned
1065,Johnny,Davidson,kara12@example.com,Operations,Individual Contributor,Free,East,2025-09-19,Active
1066,Adam,Herrera,navarrodanielle@example.net,Operations,Senior Analyst,Free,North,2025-09-18,Suspended
1067,Melissa,Gomez,daisy61@example.org,Data Science,Analyst,Pro,South,2025-07-26,Active
1068,Sabrina,Ward,hernandezstephanie@example.org,Product,Senior Analyst,Free,Central,2025-04-30,Churned
1069,Michael,Adams,michaeldavis@example.org,Marketing,Director,Free,West,2025-07-07,Active
1070,Jason,Salinas,etaylor@example.net,Data Science,Manager,Pro,North,2025-06-30,Active
1071,Julie,Rodriguez,kellijennings@example.org,Operations,Senior Analyst,Pro,North,2025-10-28,Active
1072,Tammy,Figueroa,perezpaul@example.org,Marketing,Senior Analyst,Pro,East,2025-07-24,Active
1073,Mitchell,Foster,jeremyshaw@example.org,Marketing,Manager,Free,West,2025-03-13,Active
1074,Randall,Johnson,ohernandez@example.net,Engineering,Manager,Free,East,2025-07-21,Active
1075,Raymond,Sandoval,bryan49@example.com,Finance,Senior Analyst,Free,West,2025-07-07,Suspended
1076,Gary,Green,kathyedwards@example.com,Finance,Individual Contributor,Free,Central,2025-12-12,Churned
1077,Jordan,Fitzpatrick,tylerferguson@example.org,Marketing,Senior Analyst,Pro,South,2025-02-23,Active
1078,Rebekah,Martinez,dominguezleslie@example.net,Marketing,Senior Analyst,Free,West,2025-10-25,Active
1079,Jennifer,Lawrence,clarkholly@example.org,Finance,Analyst,Free,South,2025-10-29,Churned
1080,Meghan,Green,russellmichael@example.org,Product,Individual Contributor,Free,West,2025-10-02,Active
1081,William,Lee,vpeterson@example.net,HR,Analyst,Free,West,2025-09-08,Active
1082,Alison,Sanchez,elizabethjohnson@example.net,Data Science,Manager,Free,Central,2025-09-05,Churned
1083,Gregory,Chang,lyonsashley@example.org,Marketing,Analyst,Enterprise,South,2025-09-24,Active
1084,Jacqueline,Gomez,nicholasfisher@example.org,Operations,Senior Analyst,Free,West,2025-09-28,Suspended
1085,Patricia,Frazier,waynemorgan@example.com,Finance,Manager,Enterprise,North,2025-11-08,Active
1086,Anne,Richardson,taylorandrew@example.net,Product,Senior Analyst,Free,North,2025-10-15,Active
1087,Javier,Moore,stacy67@example.net,Operations,Individual Contributor,Free,North,2025-05-13,Active
1088,Christina,Williams,jsmith@example.net,Operations,Senior Analyst,Enterprise,North,2025-03-14,Active
1089,Tyler,Anderson,keithwillis@example.net,Operations,Manager,Enterprise,East,2025-09-13,Churned
1090,Kevin,Andrews,jimmyjones@example.net,Marketing,Individual Contributor,Pro,South,2025-03-12,Suspended
1091,Heather,Roberts,donnanielsen@example.com,Finance,Senior Analyst,Pro,North,2025-07-15,Active
1092,Jessica,Crawford,melissasalas@example.org,Engineering,Director,Free,North,2025-06-16,Churned
1093,Kevin,Ramos,marywilliams@example.com,Data Science,Analyst,Free,North,2025-09-17,Active
1094,Alexandria,James,tonyawhite@example.net,Operations,Senior Analyst,Free,East,2025-04-13,Churned
1095,Jacob,Porter,ibenton@example.net,Marketing,Senior Analyst,Free,South,2025-06-18,Active
1096,Michelle,Woods,jennifer13@example.org,HR,Analyst,Enterprise,West,2025-04-26,Churned
1097,Robin,Lang,jessicaroberts@example.org,Operations,Senior Analyst,Free,West,2025-04-03,Active
1098,Elizabeth,Gross,nbruce@example.net,Marketing,Manager,Free,South,2025-07-21,Active
1099,Jill,Hoover,greenleonard@example.org,Engineering,Analyst,Free,West,2025-04-27,Active
1100,Gabriel,Harris,holtstephanie@example.com,Marketing,VP,Free,North,2025-05-09,Active
1101,Crystal,Gutierrez,richard48@example.net,Finance,Individual Contributor,Pro,Central,2025-04-25,Churned
1102,Catherine,Taylor,robinsontina@example.org,Finance,Individual Contributor,Free,Central,2025-11-04,Active
1103,Robert,Sanchez,mistybryant@example.org,Operations,Senior Analyst,Free,South,2025-11-05,Active
1104,Tyrone,Cameron,lesliemurray@example.org,Data Science,Senior Analyst,Free,South,2025-09-10,Active
1105,Danny,Morrison,louisholmes@example.com,HR,Analyst,Enterprise,South,2025-03-20,Active
1106,Katherine,Herrera,nathan00@example.net,Product,Analyst,Pro,North,2025-09-16,Active
1107,Denise,Chaney,michelle24@example.com,Operations,Analyst,Pro,East,2025-03-19,Active
1108,Jessica,White,anthonyatkins@example.org,Operations,Analyst,Pro,West,2025-02-19,Active
1109,Monica,Larson,kelleycharles@example.net,Marketing,Senior Analyst,Free,Central,2025-02-16,Churned
1110,Larry,Hanson,natasha28@example.com,HR,Individual Contributor,Pro,South,2025-09-07,Churned
1111,Andrew,Barker,annamiller@example.com,HR,Director,Enterprise,Central,2025-05-02,Active
1112,Jorge,Livingston,timothy66@example.com,Operations,Analyst,Free,East,2025-10-01,Active
1113,Heather,Huang,valenciasandy@example.net,Finance,Analyst,Enterprise,West,2025-08-31,Active
1114,Christopher,Smith,samantha00@example.org,Finance,Analyst,Enterprise,Central,2025-07-28,Active
1115,John,Rosales,judyellis@example.org,Data Science,Analyst,Free,East,2025-10-06,Active
1116,Lacey,Gallagher,heather52@example.com,Operations,Individual Contributor,Free,South,2025-11-13,Active
1117,Tiffany,Ayala,greenekarina@example.net,Product,Senior Analyst,Pro,Central,2025-05-17,Active
